54.4203,30.4647,35.7593,40.2697,68.9401,54.9725,28.2253
28.9398,31.5463,20.0896,24.9869,39.683,29.521,21.4772
57.3649,92.0114,63.2265,84.8662,51.4459,34.5203,73.2129
82.4079,70.4229,50.4768,37.4234,47.6696,65.8218,64.054
58.1375,67.8741,41.9723,52.5572,37.8677,45.6475,92.977
129.2471,118.1265,86.2001,73.4625,49.0343,108.2498,105.3213
3.5491,7.6609,4.0649,8.081,9.1783,10.2141,3.8314
0.9978,0.99,0.5106,0.4181,0.7156,0.8176,0.6135
35.5034,30.3726,14.9431,15.3856,32.0111,23.1439,15.8711
24.8077,29.0567,12.4844,16.9834,13.9604,20.3713,34.0107
0.6918,0.6187,0.8289,0.5269,0.773,0.4985,1.0384
20.4729,20.7283,23.4347,21.5945,35.3022,21.7122,15.5697
55.214,74.2171,126.2381,103.3353,140.9594,86.7299,77.6769
29.6614,58.4193,50.4659,30.9894,56.087,39.9917,44.6001
10.2741,20.9094,18.4051,12.722,19.3824,15.1566,18.3795
92.8236,121.2616,54.3385,135.8313,50.8141,78.5765,123.0285
84.3202,131.6687,109.6375,105.3078,47.3187,121.2781,69.6945
33.3435,14.2857,22.3609,19.9503,21.1301,24.4523,26.9546
17.522,9.6634,9.0731,15.2471,12.6858,11.9006,11.0218
16.8998,9.6216,9.276,16.6765,15.4509,11.4353,15.1664
37.6031,41.9721,48.5563,50.6064,48.1761,20.9639,31.0662
49.9749,58.4939,68.275,116.9267,58.5657,114.566,58.2284
25.4096,56.6835,50.378,49.3411,46.102,30.9901,53.5591
91.1039,82.7255,69.9094,117.014,55.6708,66.0349,113.8788
11.654,14.6743,11.9985,13.3663,6.6417,8.5723,11.7111
93.4527,65.9846,49.5769,115.1137,65.4354,109.7381,102.3298
61.5175,41.3083,94.9148,56.0519,74.7544,64.2025,50.1494
82.5717,50.4116,64.7516,76.9483,86.5174,44.973,43.1258
0.8159,0.8257,1.3702,2.0489,1.7524,1.5624,0.8466
62.9989,28.2347,53.6276,62.5484,53.6445,37.7518,59.7449
79.4674,87.6474,90.2447,60.7773,49.2709,74.5876,116.6754
62.7085,82.1644,45.5083,46.0897,40.6666,61.7905,82.302
49.4928,41.3036,75.8648,36.8973,83.7309,42.0607,45.1332
77.0373,84.7209,57.2376,38.6062,70.9147,52.6005,79.0199
74.1203,63.7733,66.7582,75.3232,42.3285,61.2521,68.8352
49.5621,34.8991,52.3157,42.775,38.2912,79.9072,60.5871
30.3325,32.4316,35.3088,34.1839,23.3579,27.5024,35.9417
53.8556,106.5541,102.7636,90.2944,58.1587,94.0923,72.4819
14.9726,10.9427,20.8337,18.0255,7.7989,20.9381,18.1294
74.6639,89.0004,89.0944,46.7599,45.5734,95.9936,104.2636
37.1799,23.3016,35.5959,39.4187,39.1896,38.6731,51.9385
98.8417,57.7782,82.3971,96.3695,76.8484,76.6707,51.0731
139.2539,55.3651,77.693,107.101,94.7001,71.0228,87.0564
44.9618,49.793,37.2647,57.5644,70.3761,55.3189,73.8007
106.917,70.4269,50.3252,92.6379,76.2004,116.4707,50.7448
58.9847,40.9541,58.7313,64.7568,34.2441,66.1597,79.9598
107.3377,71.425,121.1095,119.7706,88.2939,68.3567,78.248
36.3343,54.2974,28.0094,52.5807,52.4825,44.3924,43.2087
35.1972,57.6925,47.104,82.6915,58.0669,77.6166,77.8402
15.9499,15.009,24.6782,26.7536,18.3722,12.5268,13.4808
64.5542,55.4695,47.2902,49.8029,107.4822,59.1548,73.9934
46.4395,26.2822,43.0763,26.8967,26.1133,24.7547,27.1399
125.957,114.9021,135.4281,66.4612,71.7218,82.0023,146.6756
27.2733,36.4493,61.384,22.9388,49.8625,23.9375,29.981
44.7998,60.9709,31.2624,25.1112,62.9854,42.2682,61.8463
55.2473,50.2291,80.6493,31.9277,61.9282,74.0912,62.6544
40.5244,73.3027,80.6234,87.9981,65.381,51.5276,64.7158
38.0225,22.7483,17.1893,25.4426,33.2816,25.5353,41.7525
1.1032,1.5771,2.9896,2.9746,2.159,1.2603,1.3582
121.3762,80.8408,91.8426,48.8339,60.7307,56.1672,104.8299
11.0633,21.0932,16.1522,9.1624,7.3584,12.951,16.3944
27.4047,28.9372,33.1353,13.8838,16.2798,19.0478,21.9323
71.103,69.5257,114.8045,102.9269,117.975,94.7957,57.2882
17.6512,19.7068,22.1405,31.2811,29.6738,36.4772,22.2649
59.6906,40.895,58.1211,26.1369,39.4133,63.4168,41.0882
34.2864,45.2633,27.866,50.8785,19.82,51.9627,21.2688
22.9717,22.8132,27.5581,10.449,26.3335,27.196,24.1094
58.577,81.3247,96.8178,134.5689,139.461,101.3162,132.8285
55.2491,65.3959,73.3766,106.5527,76.8319,89.6094,86.6524
11.853,7.7231,9.8959,8.3956,4.37,6.6554,7.1131
43.1949,55.5242,114.2007,61.9143,80.751,74.4228,59.0937
47.4902,40.0701,101.3374,64.486,51.6201,86.0022,53.5467
6.9306,9.3144,19.3271,11.6561,19.0049,12.3842,12.2399
4.5528,3.7173,5.6765,3.9457,5.3164,4.2163,5.2685
63.7883,67.5077,41.0066,48.7079,52.3792,43.4155,30.0686
2.6828,3.9137,2.9128,4.9683,2.1389,4.7734,5.1215
85.988,70.9781,60.3782,83.1867,44.2398,39.0441,83.7878
31.1428,26.6187,26.8015,15.9061,34.7523,31.8049,27.7735
125.2994,111.9895,62.8073,79.681,107.4037,127.6049,87.5914
113.2755,64.3628,52.949,51.7692,57.2251,80.2928,95.7318
43.7496,78.6325,76.8085,78.0307,34.9685,54.41,83.6125
21.5029,24.7278,15.4223,22.0932,35.2678,35.8196,39.6082
125.3086,54.232,104.9217,78.7913,131.0588,100.4948,46.7254
67.0241,110.4932,92.4341,50.4203,92.8274,58.3146,99.8551
45.0143,49.5929,37.3265,61.0265,36.3966,61.3131,35.8297
69.629,56.086,64.3782,127.895,48.005,79.6889,57.448
34.8372,54.2222,47.8799,90.7632,42.3425,34.3424,67.5834
13.681,6.4527,6.4681,10.2082,12.0295,8.6815,7.4575
11.3808,7.3575,8.7972,7.3073,10.9841,14.897,13.1715
74.0164,62.271,61.1579,114.8665,88.2295,114.9629,55.304
82.1131,65.6351,101.0971,75.4432,85.2381,45.5646,52.7293
130.2682,83.2654,94.7659,57.3369,69.0969,82.7979,94.2675
50.5377,41.457,91.0594,46.9629,41.9374,89.9532,77.8025
24.2107,21.7821,12.8125,17.8245,13.6323,19.6274,15.1699
39.4033,71.9163,68.0904,106.7302,85.9265,116.5647,60.7224
90.5319,102.8128,104.983,89.8307,44.3526,52.5496,85.2478
36.8929,66.9126,44.7937,56.5845,85.1563,31.8868,67.0134
13.7964,12.7274,7.3345,7.0762,17.9234,7.0766,13.409
85.5473,110.8695,90.5941,71.0407,68.2176,49.1325,90.2719
86.7063,117.2508,61.1593,105.677,74.7635,121.9283,124.5244
13.3902,7.2139,10.9321,11.2839,9.5679,7.3165,14.3107
64.2785,70.6499,31.2278,32.6471,30.6414,49.5173,75.152
80.6771,43.8785,119.2871,78.9495,96.2669,45.5471,101.8049
65.0372,52.2573,49.4227,66.5047,42.0883,73.3042,73.7646
112.7076,58.9384,60.0337,66.7616,88.3844,110.5241,89.2855
92.3363,54.4564,84.9333,119.5463,102.2629,92.0046,80.2541
21.7889,21.971,28.2637,48.8492,27.5121,30.9441,17.7362
37.9125,16.0746,25.9187,21.7174,30.9672,39.7729,37.4337
53.5778,115.6048,82.504,77.5107,134.0155,106.1176,112.8403
75.6615,59.7277,74.8897,74.864,71.6806,44.3708,77.4083
7.7875,10.0576,7.5963,8.3521,9.933,4.6481,9.4629
18.9128,23.4237,19.5933,20.5583,13.5044,12.7138,12.3415
97.6047,137.4089,80.3058,57.8711,130.2492,139.0605,62.2206
76.1073,84.0357,59.4564,56.6858,56.8285,56.0742,62.7046
36.1535,33.6928,13.2747,16.186,16.0368,17.0085,37.103
9.2861,6.0816,4.9656,5.2151,6.1807,7.8556,3.5899
35.6211,48.3395,29.2905,20.7304,38.1202,22.4909,45.2041
56.8585,60.1897,35.5442,60.8281,23.1994,32.8485,21.1821
101.7987,137.1295,122.2862,95.7764,107.8218,110.0427,120.7444
18.6866,20.5393,24.8398,20.8991,22.2382,23.6301,26.537
136.3369,103.8544,59.2087,125.1481,79.2161,122.5671,121.2432
4.7179,8.2733,5.8917,8.2069,6.3948,4.3559,6.9384
74.9136,75.3333,76.6794,55.4085,68.2836,61.5452,66.7542
40.1495,72.8946,92.0497,81.916,78.1493,95.8058,69.8398
95.6938,119.3797,115.8781,95.5745,116.4283,131.7674,79.6226
32.6205,25.0825,29.9905,29.7065,26.1906,12.0922,22.8851
48.5106,69.6412,70.7452,58.3039,26.2952,52.0246,34.4296
103.8181,86.8591,98.8485,52.5072,52.8234,111.0118,73.0133
7.7077,4.6839,4.8149,9.7674,8.8822,11.9656,11.9348
31.0685,29.3219,73.3054,58.2832,61.0539,60.8368,44.2156
19.5836,12.7794,26.7627,29.345,16.1313,12.9976,13.8033
31.1248,35.279,35.0766,44.6281,41.8266,23.6146,48.2657
30.124,53.1157,44.8623,26.2937,55.5713,50.6809,41.3672
70.8259,65.2809,47.0724,70.9487,76.4617,45.3709,61.012
103.9898,83.1004,94.2167,93.4727,91.6598,61.8262,47.8005
30.9111,17.0446,37.995,21.3633,35.3213,22.3022,22.1848
38.84,43.2512,43.9848,30.0817,22.5822,55.6561,53.243
99.3392,71.4776,70.8496,76.6065,100.6667,96.5477,67.5537
17.1777,16.4823,14.9849,16.6718,18.9432,23.4967,17.8397
88.8235,65.7599,42.4473,77.094,47.5834,81.5191,40.9906
31.6818,31.4348,15.5275,19.7959,25.2031,27.2313,11.842
19.1481,21.3454,41.6677,43.3322,48.5546,42.9946,31.3217
39.3152,74.46,84.6792,66.829,58.5385,72.176,56.1738
68.0364,62.9826,53.493,110.8118,112.1923,86.1883,69.186
78.644,115.9191,110.6892,96.7241,107.7658,76.9961,45.6788
83.5354,98.2544,76.3284,77.8691,49.0114,58.2006,48.6201
64.7642,75.4584,51.7699,34.8849,59.8005,87.1811,36.3919
94.3344,105.3605,50.2068,87.4056,89.882,56.8634,110.5641
22.8047,41.1529,39.2334,32.612,26.6617,31.0939,35.089
26.2009,38.7154,40.165,15.3118,29.2748,15.3017,28.6618
22.3146,27.1459,19.7976,31.1528,20.2689,40.8277,33.5579
38.1884,30.1799,34.602,45.6302,23.2452,38.5049,32.0255
18.853,12.82,9.1881,11.2109,8.269,16.8989,22.672
144.352,139.4483,69.5179,85.2174,78.3877,145.7023,84.1811
27.2838,63.2855,54.4068,60.5111,27.0951,33.4246,38.3834
